month	prcp	t2m	u10m	v10m
1	0.60	1.00	0.97	0.99
2	0.49	1.00	0.97	0.98
3	0.33	0.99	0.94	0.97
4	0.36	0.99	0.96	0.97
5	0.40	0.99	0.95	0.95
6	0.46	0.99	0.91	0.92
7	0.56	0.99	0.95	0.97
8	0.48	0.99	0.94	0.93
9	0.39	0.99	0.93	0.88
10	0.44	0.99	0.96	0.97
11	0.35	1.00	0.97	0.98
12	0.41	0.99	0.96	0.97
