month	prcp	t2m	u10m	v10m
1	5.16	3.27	1.36	1.80
2	4.45	3.34	1.35	1.80
3	5.18	3.40	1.28	1.82
4	7.57	3.57	1.33	1.93
5	12.13	3.80	1.33	2.03
6	16.16	3.80	1.32	2.06
7	17.97	3.81	1.35	2.07
8	19.78	3.82	1.39	2.11
9	18.23	3.65	1.38	2.11
10	12.73	3.46	1.33	2.02
11	4.79	3.32	1.26	1.81
12	4.90	3.39	1.32	1.85
