metric	prcp	t2m	u10m	v10m
RMSE	13.48	2.10	1.27	1.49
MAE	7.02	1.81	0.94	1.10
CORR	0.24	0.93	0.45	0.46
CRPS	7.02	1.81	0.94	1.10
STD_DEV	0.00	0.00	0.00	0.00
