month	prcp	t2m	u10m	v10m
1	2.27	2.53	0.86	1.03
2	1.92	2.83	0.96	1.17
3	5.22	2.59	1.12	1.35
4	7.33	2.43	1.13	1.30
5	10.47	1.71	1.04	1.15
6	19.89	1.54	1.01	1.22
7	11.15	1.21	0.96	1.15
8	18.78	1.21	1.11	1.27
9	17.18	1.31	0.99	1.18
10	3.98	1.50	0.70	0.84
11	2.60	1.87	0.75	0.90
12	3.37	2.28	0.76	0.91
