month	prcp	t2m	u10m	v10m
1	0.37	0.99	0.96	0.94
2	0.33	0.99	0.94	0.93
3	0.28	0.98	0.92	0.91
4	0.21	0.97	0.90	0.89
5	0.19	0.96	0.84	0.83
6	0.20	0.96	0.81	0.82
7	0.17	0.96	0.83	0.82
8	0.17	0.95	0.80	0.80
9	0.17	0.97	0.81	0.80
10	0.26	0.98	0.91	0.92
11	0.27	0.99	0.95	0.95
12	0.32	0.99	0.96	0.95
