month	prcp	t2m	u10m	v10m
1	0.163	0.063	0.080	0.104
2	0.168	0.066	0.078	0.103
3	0.203	0.054	0.071	0.101
4	0.227	0.063	0.074	0.097
5	0.261	0.067	0.068	0.092
6	0.293	0.067	0.077	0.087
7	0.375	0.073	0.083	0.096
8	0.500	0.060	0.072	0.106
9	0.323	0.065	0.069	0.101
10	0.314	0.068	0.074	0.089
11	0.197	0.077	0.074	0.095
12	0.247	0.058	0.072	0.094
