month	prcp	t2m	u10m	v10m
1	0.044	-0.009	0.012	0.023
2	0.065	0.008	0.010	0.024
3	0.059	0.008	0.016	0.026
4	0.032	0.020	0.003	0.033
5	0.033	0.028	0.006	0.027
6	0.052	0.027	0.007	0.034
7	0.045	0.030	0.010	0.023
8	0.046	0.020	0.012	0.025
9	0.074	0.011	0.006	0.037
10	0.114	0.007	0.012	0.029
11	0.070	0.006	0.013	0.026
12	0.058	-0.014	0.023	0.028
