year_bin	prcp	t2m	u10m	v10m
2015-2024	10.63	0.95	0.52	0.55
2025-2034	10.75	0.93	0.51	0.55
2035-2044	11.24	0.94	0.52	0.55
2045-2054	11.24	0.92	0.51	0.55
2055-2064	11.00	0.93	0.50	0.55
2065-2074	11.26	0.94	0.51	0.55
2075-2080	11.84	0.93	0.52	0.55
