month	prcp	t2m	u10m	v10m
1	2.05	0.74	0.37	0.38
2	2.58	0.75	0.40	0.41
3	3.81	0.78	0.44	0.45
4	4.99	0.79	0.44	0.47
5	9.02	0.82	0.46	0.49
6	13.14	0.87	0.48	0.52
7	9.53	0.76	0.43	0.46
8	10.91	0.78	0.45	0.48
9	8.78	0.74	0.42	0.45
10	4.26	0.69	0.38	0.41
11	1.87	0.67	0.36	0.36
12	1.85	0.74	0.36	0.37
