month	prcp	t2m	u10m	v10m
1	5.01	0.38	0.68	0.75
2	4.82	0.38	0.68	0.77
3	4.46	0.42	0.68	0.84
4	5.84	0.40	0.65	0.86
5	8.45	0.47	0.79	0.88
6	13.15	0.40	0.77	0.97
7	11.06	0.36	0.74	0.85
8	15.08	0.41	0.98	1.01
9	13.06	0.35	0.81	0.99
10	13.88	0.35	0.81	0.99
11	3.94	0.31	0.60	0.69
12	5.41	0.42	0.70	0.87
