month	prcp	t2m	u10m	v10m
1	4.57	0.98	0.54	0.54
2	5.10	0.98	0.56	0.56
3	6.26	1.01	0.59	0.60
4	6.88	1.00	0.59	0.59
5	14.51	0.97	0.61	0.61
6	20.79	1.04	0.69	0.69
7	20.11	0.95	0.61	0.64
8	24.16	0.99	0.66	0.68
9	22.37	0.93	0.62	0.65
10	15.04	0.92	0.60	0.64
11	6.58	0.85	0.54	0.52
12	4.80	0.93	0.54	0.52
