month	prcp	t2m	u10m	v10m
1	2.67	0.80	0.41	0.41
2	3.05	0.80	0.42	0.43
3	3.85	0.83	0.44	0.45
4	4.09	0.81	0.45	0.44
5	8.31	0.78	0.46	0.46
6	12.16	0.85	0.53	0.52
7	11.06	0.77	0.47	0.48
8	13.74	0.80	0.51	0.52
9	12.24	0.75	0.47	0.49
10	7.80	0.74	0.46	0.49
11	3.06	0.69	0.41	0.40
12	2.51	0.76	0.41	0.40
