month	prcp	t2m	u10m	v10m
1	0.48	0.98	0.91	0.93
2	0.49	0.98	0.91	0.92
3	0.38	0.97	0.89	0.91
4	0.31	0.97	0.87	0.88
5	0.30	0.97	0.83	0.84
6	0.33	0.97	0.81	0.83
7	0.28	0.98	0.85	0.87
8	0.30	0.98	0.82	0.83
9	0.32	0.98	0.83	0.83
10	0.43	0.98	0.91	0.93
11	0.45	0.98	0.93	0.95
12	0.52	0.98	0.92	0.94
