year_bin	prcp	t2m	u10m	v10m
2015-2024	0.049	-0.012	0.001	-0.032
2025-2034	0.034	-0.012	0.001	-0.031
2035-2044	0.032	-0.015	0.000	-0.034
2045-2054	0.033	-0.017	-0.001	-0.035
2055-2064	0.045	-0.015	0.001	-0.032
2065-2074	0.019	-0.016	0.000	-0.029
2075-2080	0.032	-0.013	0.000	-0.030
