month	prcp	t2m	u10m	v10m
1	2.05	0.78	0.40	0.40
2	3.01	0.80	0.44	0.45
3	3.44	0.81	0.47	0.48
4	5.74	0.84	0.49	0.50
5	9.76	0.89	0.50	0.52
6	13.81	0.93	0.52	0.55
7	9.73	0.83	0.46	0.49
8	12.56	0.86	0.50	0.52
9	9.38	0.80	0.46	0.49
10	3.65	0.72	0.40	0.43
11	1.84	0.72	0.39	0.39
12	2.22	0.76	0.40	0.41
