year_bin	prcp	t2m	u10m	v10m
2015-2024	5.22	0.68	0.35	0.39
2025-2034	5.31	0.67	0.35	0.39
2035-2044	5.53	0.68	0.36	0.39
2045-2054	5.44	0.66	0.35	0.39
2055-2064	5.32	0.67	0.35	0.39
2065-2074	5.55	0.68	0.35	0.39
2075-2080	5.72	0.68	0.35	0.39
