year_bin	prcp	t2m	u10m	v10m
2015-2024	10.24	0.85	0.47	0.51
2025-2034	10.47	0.82	0.46	0.51
2035-2044	10.85	0.84	0.47	0.52
2045-2054	10.73	0.82	0.46	0.51
2055-2064	10.57	0.83	0.46	0.51
2065-2074	10.90	0.84	0.47	0.51
2075-2080	11.24	0.84	0.47	0.51
