metric	prcp	t2m	u10m	v10m
RMSE	0.011	0.012	0.021	-0.001
MAE	0.026	0.009	0.025	0.008
CORR	-0.010	-0.001	-0.005	-0.003
CRPS	-0.598	-0.185	-0.092	-0.125
STD_DEV	1.702	0.415	0.267	0.309
