metric	prcp	t2m	u10m	v10m
RMSE	0.117	-0.009	0.013	0.015
MAE	0.142	-0.007	0.012	0.013
CORR	-0.023	0.000	-0.002	-0.002
CRPS	0.142	-0.007	0.012	0.013
STD_DEV	0.000	0.000	0.000	0.000
