month	prcp	t2m	u10m	v10m
1	6.21	1.21	0.75	0.83
2	5.04	1.24	0.74	0.83
3	5.65	1.21	0.75	0.85
4	10.69	1.20	0.78	0.95
5	18.58	1.21	0.78	0.95
6	28.75	1.30	0.82	0.99
7	26.39	1.20	0.77	0.97
8	28.82	1.12	0.79	0.96
9	22.72	1.10	0.77	0.94
10	8.60	0.97	0.67	0.80
11	5.05	1.03	0.66	0.77
12	3.61	1.12	0.66	0.73
