month	prcp	t2m	u10m	v10m
1	3.74	1.00	0.60	0.68
2	2.86	1.03	0.60	0.68
3	3.25	1.00	0.61	0.70
4	6.44	0.97	0.63	0.78
5	10.72	0.98	0.63	0.77
6	17.23	1.06	0.66	0.80
7	15.35	0.97	0.62	0.79
8	16.56	0.91	0.64	0.79
9	12.24	0.88	0.62	0.77
10	3.76	0.79	0.55	0.66
11	2.22	0.85	0.54	0.62
12	1.83	0.94	0.54	0.60
