month	prcp	t2m	u10m	v10m
1	3.72	0.93	0.50	0.56
2	4.49	0.93	0.54	0.59
3	6.46	0.98	0.58	0.64
4	8.71	0.99	0.58	0.65
5	16.16	1.03	0.58	0.66
6	23.05	1.08	0.62	0.71
7	18.33	0.94	0.55	0.63
8	20.65	0.96	0.58	0.65
9	17.75	0.92	0.54	0.61
10	10.34	0.88	0.51	0.58
11	4.63	0.87	0.48	0.52
12	3.78	0.93	0.48	0.53
