month	prcp	t2m	u10m	v10m
1	-0.032	-0.080	-0.049	-0.102
2	-0.067	-0.070	-0.038	-0.078
3	-0.041	-0.101	-0.029	-0.068
4	-0.023	-0.076	-0.022	-0.064
5	0.031	-0.069	-0.015	-0.045
6	-0.012	-0.036	-0.013	-0.041
7	0.118	-0.056	-0.014	-0.062
8	0.092	-0.060	-0.013	-0.053
9	0.103	-0.059	-0.014	-0.051
10	-0.009	-0.104	-0.038	-0.095
11	-0.036	-0.129	-0.043	-0.096
12	-0.042	-0.138	-0.053	-0.116
