month	prcp	t2m	u10m	v10m
1	-0.550	-0.245	-0.164	-0.159
2	-0.674	-0.239	-0.168	-0.161
3	-0.747	-0.250	-0.179	-0.164
4	-0.833	-0.264	-0.176	-0.151
5	-1.441	-0.245	-0.159	-0.140
6	-1.593	-0.239	-0.161	-0.156
7	-1.791	-0.219	-0.146	-0.150
8	-2.086	-0.217	-0.151	-0.151
9	-2.001	-0.205	-0.137	-0.139
10	-1.186	-0.216	-0.156	-0.155
11	-0.666	-0.222	-0.156	-0.148
12	-0.583	-0.232	-0.155	-0.150
