metric	prcp	t2m	u10m	v10m
RMSE	11.87	0.83	0.53	0.53
MAE	6.63	0.68	0.41	0.40
CORR	0.39	0.99	0.91	0.91
CRPS	6.03	0.53	0.31	0.30
STD_DEV	1.65	0.41	0.27	0.31
