year_bin	prcp	t2m	u10m	v10m
2015-2024	6.37	1.42	0.71	0.82
2025-2034	7.01	2.02	1.02	1.19
2035-2044	7.54	2.02	1.00	1.18
2045-2054	7.02	1.98	1.00	1.19
2055-2064	7.41	1.97	0.99	1.16
2065-2074	7.81	1.99	1.03	1.18
2075-2080	8.84	1.88	1.03	1.20
