year_bin	prcp	t2m	u10m	v10m
2015-2024	6.33	0.74	0.46	0.42
2025-2034	6.24	0.73	0.46	0.42
2035-2044	6.88	0.71	0.45	0.43
2045-2054	6.78	0.71	0.45	0.43
2055-2064	7.67	0.72	0.46	0.44
2065-2074	7.81	0.74	0.46	0.45
2075-2080	7.47	0.77	0.46	0.46
