year_bin	prcp	t2m	u10m	v10m
2015-2024	5.71	0.58	0.36	0.31
2025-2034	5.60	0.57	0.36	0.32
2035-2044	6.23	0.56	0.35	0.32
2045-2054	6.15	0.55	0.35	0.32
2055-2064	7.01	0.56	0.36	0.33
2065-2074	7.15	0.58	0.35	0.34
2075-2080	6.85	0.60	0.36	0.35
