month	prcp	t2m	u10m	v10m
1	0.44	0.97	0.89	0.91
2	0.41	0.97	0.88	0.89
3	0.33	0.97	0.86	0.87
4	0.25	0.96	0.84	0.85
5	0.26	0.96	0.81	0.82
6	0.28	0.96	0.79	0.80
7	0.23	0.97	0.82	0.84
8	0.25	0.97	0.79	0.79
9	0.26	0.97	0.81	0.80
10	0.36	0.97	0.87	0.89
11	0.39	0.97	0.90	0.92
12	0.41	0.97	0.89	0.92
