year_bin	prcp	t2m	u10m	v10m
2015-2024	0.036	-0.004	0.006	-0.023
2025-2034	0.027	-0.005	0.006	-0.022
2035-2044	0.028	-0.007	0.006	-0.024
2045-2054	0.027	-0.010	0.005	-0.026
2055-2064	0.034	-0.008	0.007	-0.023
2065-2074	0.019	-0.007	0.006	-0.020
2075-2080	0.027	-0.007	0.006	-0.021
