year_bin	prcp	t2m	u10m	v10m
2015-2024	0.024	-0.007	0.011	-0.025
2025-2034	0.011	0.016	0.026	0.004
2035-2044	0.023	0.014	0.022	0.001
2045-2054	0.006	0.014	0.022	0.002
2055-2064	-0.003	0.016	0.023	0.005
2065-2074	-0.009	0.020	0.023	0.003
2075-2080	0.032	0.015	0.022	0.004
