year_bin	prcp	t2m	u10m	v10m
2015-2024	0.029	-0.005	0.016	-0.015
2025-2034	0.031	0.012	0.029	0.012
2035-2044	0.037	0.011	0.026	0.010
2045-2054	0.028	0.010	0.026	0.012
2055-2064	0.015	0.013	0.026	0.012
2065-2074	0.010	0.016	0.026	0.012
2075-2080	0.037	0.010	0.025	0.012
