month	prcp	t2m	u10m	v10m
1	1.22	0.52	0.38	0.46
2	0.98	0.50	0.37	0.46
3	1.30	0.54	0.37	0.45
4	2.60	0.52	0.38	0.46
5	4.91	0.56	0.44	0.52
6	7.60	0.46	0.39	0.45
7	9.05	0.51	0.43	0.48
8	10.50	0.53	0.47	0.50
9	8.93	0.46	0.41	0.48
10	5.59	0.48	0.39	0.47
11	0.89	0.46	0.34	0.41
12	1.34	0.58	0.37	0.45
