year_bin	prcp	t2m	u10m	v10m
2015-2024	0.41	0.98	0.88	0.90
2025-2034	0.41	0.98	0.88	0.90
2035-2044	0.39	0.98	0.88	0.89
2045-2054	0.39	0.98	0.88	0.89
2055-2064	0.37	0.97	0.87	0.88
2065-2074	0.35	0.97	0.87	0.88
2075-2080	0.34	0.97	0.87	0.88
