year_bin	prcp	t2m	u10m	v10m
2015-2024	-0.049	-0.017	-0.025	-0.032
2025-2034	-0.062	-0.017	-0.025	-0.032
2035-2044	-0.035	-0.016	-0.026	-0.034
2045-2054	-0.045	-0.017	-0.026	-0.032
2055-2064	-0.040	-0.020	-0.026	-0.033
2065-2074	-0.055	-0.014	-0.025	-0.031
2075-2080	-0.058	-0.016	-0.024	-0.032
