year_bin	prcp	t2m	u10m	v10m
2015-2024	-0.649	-0.174	-0.112	-0.122
2025-2034	-0.580	-0.187	-0.111	-0.120
2035-2044	-0.620	-0.186	-0.112	-0.119
2045-2054	-0.573	-0.190	-0.112	-0.120
2055-2064	-0.581	-0.188	-0.110	-0.117
2065-2074	-0.593	-0.187	-0.112	-0.120
2075-2080	-0.603	-0.182	-0.114	-0.121
