year_bin	prcp	t2m	u10m	v10m
2015-2024	0.039	0.001	-0.002	-0.003
2025-2034	0.092	0.016	0.026	0.030
2035-2044	0.074	0.020	0.025	0.032
2045-2054	0.083	0.014	0.026	0.031
2055-2064	0.092	0.016	0.026	0.032
2065-2074	0.091	0.018	0.027	0.031
2075-2080	0.085	0.022	0.025	0.031
