year_bin	prcp	t2m	u10m	v10m
2015-2024	0.049	-0.002	-0.003	-0.001
2025-2034	0.098	0.009	0.019	0.027
2035-2044	0.080	0.011	0.019	0.028
2045-2054	0.092	0.007	0.020	0.028
2055-2064	0.098	0.007	0.020	0.029
2065-2074	0.097	0.009	0.020	0.028
2075-2080	0.094	0.014	0.018	0.028
