year_bin	prcp	t2m	u10m	v10m
2015-2024	2.39	0.37	0.23	0.27
2025-2034	2.23	0.37	0.24	0.27
2035-2044	2.01	0.35	0.22	0.26
2045-2054	1.75	0.34	0.21	0.25
2055-2064	1.66	0.34	0.21	0.24
2065-2074	1.64	0.34	0.21	0.25
2075-2080	1.66	0.34	0.21	0.25
