year_bin	prcp	t2m	u10m	v10m
2015-2024	1.83	0.27	0.17	0.19
2025-2034	1.69	0.27	0.17	0.20
2035-2044	1.50	0.25	0.16	0.18
2045-2054	1.29	0.25	0.15	0.18
2055-2064	1.23	0.24	0.15	0.17
2065-2074	1.21	0.24	0.15	0.18
2075-2080	1.22	0.24	0.15	0.18
