year_bin	prcp	t2m	u10m	v10m
2015-2024	4.20	0.47	0.31	0.35
2025-2034	3.92	0.47	0.32	0.35
2035-2044	3.46	0.45	0.30	0.33
2045-2054	3.00	0.44	0.28	0.32
2055-2064	2.84	0.43	0.28	0.31
2065-2074	2.77	0.43	0.28	0.32
2075-2080	2.78	0.42	0.28	0.32
