month	prcp	t2m	u10m	v10m
1	0.099	0.028	0.040	0.061
2	0.094	0.034	0.036	0.054
3	0.089	0.026	0.034	0.061
4	0.092	0.041	0.034	0.056
5	0.057	0.038	0.033	0.051
6	0.025	0.041	0.038	0.055
7	0.021	0.033	0.038	0.054
8	0.055	0.034	0.031	0.054
9	0.071	0.032	0.037	0.057
10	0.128	0.029	0.036	0.055
11	0.049	0.019	0.038	0.052
12	0.094	0.026	0.038	0.052
