year_bin	prcp	t2m	u10m	v10m
2015-2024	10.59	0.97	0.53	0.59
2025-2034	10.71	0.95	0.53	0.59
2035-2044	11.20	0.96	0.53	0.59
2045-2054	11.21	0.95	0.53	0.58
2055-2064	10.97	0.95	0.52	0.59
2065-2074	11.23	0.96	0.53	0.59
2075-2080	11.80	0.95	0.53	0.59
