month	prcp	t2m	u10m	v10m
1	0.109	0.002	0.009	0.016
2	0.079	-0.000	0.009	0.018
3	0.133	-0.000	0.003	0.018
4	0.122	0.003	0.013	0.026
5	0.145	0.010	0.012	0.017
6	0.183	0.007	0.019	0.007
7	0.152	0.007	0.021	0.008
8	0.208	0.008	0.016	0.014
9	0.148	0.013	0.017	0.022
10	0.102	0.014	0.009	0.020
11	0.116	-0.000	0.015	0.013
12	0.117	-0.001	0.012	0.030
