month	prcp	t2m	u10m	v10m
1	-0.228	-0.169	-0.095	-0.120
2	-0.319	-0.163	-0.099	-0.125
3	-0.363	-0.159	-0.098	-0.125
4	-0.417	-0.169	-0.098	-0.125
5	-0.717	-0.174	-0.099	-0.126
6	-0.948	-0.171	-0.099	-0.131
7	-0.600	-0.160	-0.101	-0.123
8	-0.849	-0.162	-0.105	-0.120
9	-0.615	-0.166	-0.096	-0.110
10	-0.246	-0.171	-0.084	-0.104
11	-0.185	-0.165	-0.084	-0.111
12	-0.204	-0.166	-0.091	-0.116
