year_bin	prcp	t2m	u10m	v10m
2015-2024	0.42	0.98	0.90	0.92
2025-2034	0.43	0.98	0.90	0.91
2035-2044	0.42	0.98	0.90	0.91
2045-2054	0.41	0.98	0.90	0.91
2055-2064	0.40	0.98	0.90	0.91
2065-2074	0.42	0.98	0.90	0.91
2075-2080	0.41	0.98	0.90	0.91
