year_bin	prcp	t2m	u10m	v10m
2015-2024	5.14	0.67	0.35	0.38
2025-2034	5.59	0.67	0.35	0.39
2035-2044	5.67	0.67	0.36	0.39
2045-2054	5.56	0.66	0.35	0.39
2055-2064	5.56	0.67	0.35	0.38
2065-2074	6.21	0.69	0.36	0.40
2075-2080	6.15	0.67	0.35	0.39
