year_bin	prcp	t2m	u10m	v10m
2015-2024	10.09	0.84	0.46	0.50
2025-2034	10.96	0.83	0.47	0.51
2035-2044	11.14	0.83	0.47	0.51
2045-2054	10.94	0.82	0.46	0.51
2055-2064	10.94	0.82	0.46	0.51
2065-2074	12.07	0.85	0.48	0.52
2075-2080	11.98	0.83	0.47	0.52
