year_bin	prcp	t2m	u10m	v10m
2015-2024	0.015	-0.022	-0.006	-0.035
2025-2034	0.021	-0.024	-0.005	-0.035
2035-2044	0.010	-0.022	-0.006	-0.035
2045-2054	0.013	-0.021	-0.005	-0.033
2055-2064	0.014	-0.022	-0.005	-0.033
2065-2074	0.016	-0.021	-0.005	-0.033
2075-2080	0.020	-0.022	-0.006	-0.033
