year_bin	prcp	t2m	u10m	v10m
2015-2024	0.015	-0.031	-0.012	-0.046
2025-2034	0.016	-0.033	-0.012	-0.047
2035-2044	0.001	-0.031	-0.013	-0.046
2045-2054	0.005	-0.030	-0.011	-0.043
2055-2064	0.012	-0.030	-0.011	-0.043
2065-2074	0.022	-0.029	-0.012	-0.044
2075-2080	0.019	-0.030	-0.013	-0.044
