metric	prcp	t2m	u10m	v10m
RMSE	14.46	1.99	1.22	1.35
MAE	8.14	1.73	0.83	0.97
CORR	0.22	0.97	0.48	0.49
CRPS	8.14	1.73	0.83	0.97
STD_DEV	0.00	0.00	0.00	0.00
