month	prcp	t2m	u10m	v10m
1	4.30	0.92	0.53	0.55
2	4.42	0.93	0.54	0.58
3	4.68	0.98	0.56	0.60
4	7.41	1.01	0.57	0.61
5	13.79	0.99	0.58	0.60
6	24.65	1.09	0.64	0.70
7	29.80	1.13	0.75	0.82
8	30.41	1.04	0.68	0.73
9	21.53	0.97	0.58	0.65
10	15.27	0.92	0.59	0.61
11	8.97	0.88	0.55	0.55
12	6.73	0.92	0.55	0.54
