month	prcp	t2m	u10m	v10m
1	2.42	0.75	0.40	0.42
2	2.56	0.76	0.40	0.44
3	2.78	0.80	0.42	0.45
4	4.57	0.82	0.42	0.46
5	8.16	0.81	0.44	0.46
6	15.03	0.89	0.48	0.52
7	17.90	0.91	0.57	0.62
8	17.81	0.83	0.52	0.56
9	11.48	0.78	0.43	0.49
10	8.61	0.74	0.44	0.47
11	4.49	0.71	0.41	0.42
12	3.55	0.76	0.41	0.41
