year_bin	prcp	t2m	u10m	v10m
2015-2024	0.026	-0.032	-0.020	-0.046
2025-2034	0.021	-0.029	-0.021	-0.046
2035-2044	0.017	-0.029	-0.021	-0.047
2045-2054	0.018	-0.031	-0.019	-0.045
2055-2064	0.012	-0.030	-0.020	-0.044
2065-2074	0.018	-0.029	-0.019	-0.045
2075-2080	0.018	-0.028	-0.018	-0.044
