year_bin	prcp	t2m	u10m	v10m
2015-2024	5.38	0.53	0.29	0.29
2025-2034	5.47	0.53	0.28	0.29
2035-2044	5.88	0.53	0.29	0.29
2045-2054	6.05	0.52	0.28	0.29
2055-2064	5.54	0.53	0.28	0.29
2065-2074	5.67	0.53	0.28	0.29
2075-2080	6.20	0.53	0.29	0.30
