year_bin	prcp	t2m	u10m	v10m
2015-2024	5.96	0.69	0.38	0.38
2025-2034	6.03	0.68	0.37	0.38
2035-2044	6.48	0.68	0.38	0.39
2045-2054	6.65	0.67	0.37	0.38
2055-2064	6.09	0.68	0.37	0.38
2065-2074	6.25	0.68	0.37	0.39
2075-2080	6.78	0.69	0.37	0.39
