month	prcp	t2m	u10m	v10m
1	0.45	0.97	0.87	0.90
2	0.43	0.97	0.88	0.90
3	0.28	0.96	0.86	0.88
4	0.21	0.96	0.83	0.85
5	0.23	0.96	0.78	0.79
6	0.30	0.96	0.76	0.78
7	0.20	0.95	0.79	0.82
8	0.24	0.97	0.78	0.79
9	0.29	0.96	0.78	0.76
10	0.38	0.98	0.88	0.89
11	0.40	0.98	0.92	0.94
12	0.43	0.98	0.91	0.94
