month	prcp	t2m	u10m	v10m
1	2.48	1.00	0.45	0.53
2	2.98	1.00	0.47	0.55
3	4.18	1.03	0.51	0.59
4	5.26	1.04	0.51	0.59
5	9.10	1.04	0.50	0.59
6	13.04	1.02	0.54	0.64
7	9.67	0.91	0.49	0.59
8	11.26	0.95	0.53	0.61
9	9.06	0.94	0.49	0.57
10	4.90	0.96	0.48	0.57
11	2.23	0.95	0.43	0.51
12	2.26	1.02	0.44	0.51
