month	prcp	t2m	u10m	v10m
1	3.41	1.03	0.49	0.56
2	2.73	1.04	0.51	0.60
3	3.18	1.09	0.53	0.58
4	5.69	1.16	0.55	0.63
5	9.58	1.19	0.55	0.65
6	16.07	1.26	0.60	0.75
7	13.32	1.13	0.57	0.74
8	14.96	1.02	0.58	0.72
9	10.88	1.04	0.55	0.67
10	3.78	0.97	0.47	0.55
11	1.99	0.95	0.44	0.49
12	1.74	0.97	0.44	0.50
