year_bin	prcp	t2m	u10m	v10m
2015-2024	12.47	1.47	0.86	0.94
2025-2034	14.01	2.12	1.28	1.43
2035-2044	15.24	2.07	1.27	1.42
2045-2054	14.09	2.07	1.28	1.45
2055-2064	14.50	2.11	1.26	1.40
2065-2074	15.08	2.08	1.30	1.42
2075-2080	16.74	1.99	1.30	1.44
