year_bin	prcp	t2m	u10m	v10m
2015-2024	6.93	1.24	0.60	0.68
2025-2034	7.87	1.87	0.87	1.02
2035-2044	8.69	1.82	0.86	1.02
2045-2054	7.80	1.81	0.87	1.04
2055-2064	8.13	1.85	0.86	1.00
2065-2074	8.53	1.82	0.88	1.02
2075-2080	9.66	1.73	0.88	1.02
