year_bin	prcp	t2m	u10m	v10m
2015-2024	5.07	0.63	0.30	0.32
2025-2034	5.09	0.62	0.30	0.32
2035-2044	5.38	0.63	0.30	0.32
2045-2054	5.36	0.62	0.30	0.32
2055-2064	5.22	0.62	0.30	0.32
2065-2074	5.39	0.63	0.30	0.32
2075-2080	5.70	0.62	0.30	0.32
