month	prcp	t2m	u10m	v10m
1	1.08	0.47	0.32	0.40
2	0.76	0.47	0.33	0.40
3	1.04	0.51	0.32	0.39
4	2.50	0.50	0.35	0.40
5	4.89	0.56	0.38	0.45
6	7.24	0.42	0.34	0.40
7	8.47	0.44	0.39	0.42
8	9.83	0.46	0.44	0.43
9	8.88	0.40	0.37	0.41
10	5.19	0.41	0.35	0.43
11	0.75	0.41	0.29	0.36
12	1.15	0.52	0.33	0.41
