month	prcp	t2m	u10m	v10m
1	2.39	0.59	0.43	0.53
2	1.78	0.59	0.44	0.53
3	2.29	0.64	0.43	0.51
4	5.05	0.63	0.46	0.53
5	9.68	0.70	0.51	0.60
6	14.33	0.53	0.45	0.55
7	15.65	0.55	0.52	0.56
8	18.40	0.60	0.59	0.58
9	15.25	0.51	0.50	0.55
10	11.13	0.52	0.48	0.57
11	2.36	0.52	0.40	0.47
12	2.26	0.65	0.45	0.55
